season_year,contact_id,renewed,Gender,zip,distance,number_of_tix,seat_start,seat_end,section,row,pricecode_desc,aisle,general_location,priceleveldesc,purchase_price_notax,multiple_locations,tenure,percent_total_used,paid_in_full,percent_personally_used,flash_profit_loss,season_performance
2014-2015,21070167,0,Male,80016,19.31679506,2,7,8,380,8,Full New,0,Upper,Upper Center Balcony,26.4,No,0,0.802325581,0,0.802325581,0,0.549
2014-2015,1731496,1,Male,80204,1.243302994,2,9,10,380,9,Full New,0,Upper,Upper Center Balcony,26.4,No,5,0.395348837,0,0.395348837,0,0.549
2014-2015,2718962,0,Male,80126,13.9656821,2,13,14,380,9,Full New,0,Upper,Upper Center Balcony,26.4,No,4,0.662790698,0,0.662790698,0,0.549
2014-2015,1787310,1,Male,80211,1.505243705,3,1,3,380,9,Full New,1,Upper,Upper Center Balcony,26.4,No,4,0.751937984,0,0.751937984,0,0.549
2014-2015,9176341,0,Female,80421,34.1929745,1,1,1,380,13,Full New,1,Upper,Upper Center Balcony,26.4,No,3,0.627906977,0,0.581395349,0.028365046,0.549
2014-2015,9218360,1,Male,80487,10,4,4,7,380,9,Full New,0,Upper,Upper Center Balcony,26.4,No,3,0.081395349,0,0,-0.005637773,0.549
2014-2015,4770024,1,Female,80241,12.7165846,2,13,14,380,6,Full New,0,Upper,Upper Center Balcony,26.4,No,7,0.872093023,0,0.872093023,0,0.549
2014-2015,2304928,1,Female,80017,12.34993065,1,20,20,380,9,Full New,1,Upper,Upper Center Balcony,26.4,No,4,0.76744186,0,0.651162791,-0.006166314,0.549
2014-2015,14279149,0,Male,27617,10,4,2,5,380,13,Full New,0,Upper,Upper Center Balcony,26.4,No,1,0.912790698,0,0.912790698,0,0.549
2014-2015,22974937,1,Male,80110,6.903303596,4,9,12,380,13,Full New,0,Upper,Upper Center Balcony,26.4,No,0,0.831395349,0,0.831395349,0,0.549
2014-2015,9410310,1,Male,80640,11.43309564,2,5,6,380,8,Full New,0,Upper,Upper Center Balcony,26.4,No,2,0,0,0,0,0.549
2014-2015,21125566,1,Male,80021,11.42589379,3,15,17,380,9,Full New,0,Upper,Upper Center Balcony,26.4,No,0,0.906976744,0,0.906976744,0,0.549
2014-2015,9177433,1,Male,80538,52.33068834,2,19,20,380,11,Full New,1,Upper,Upper Center Balcony,26.4,No,3,0.418604651,0,0.395348837,0.011980268,0.549
2014-2015,21049242,1,Female,80031,9.029966673,2,1,2,380,7,Full New,1,Upper,Upper Center Balcony,26.4,No,0,0.918604651,0,0.918604651,0,0.549
2014-2015,21127711,0,Male,80134,23.30650328,8,13,20,380,14,Full New,1,Upper,Upper Center Balcony,26.4,No,0,0.924418605,0,0.924418605,0,0.549
2014-2015,8323657,0,Female,80110,6.903303596,6,13,18,380,10,Full New,0,Upper,Upper Center Balcony,26.4,No,3,0.918604651,0,0.918604651,0,0.549
2014-2015,20319895,0,Female,80134,23.30650328,2,9,10,380,8,Full Expansion,0,Upper,Upper Center Balcony,26.4,No,1,0.709302326,0,0.709302326,0,0.549
2014-2015,3944512,1,Male,80013,14.47726424,2,19,20,380,6,Full New,1,Upper,Upper Center Balcony,26.4,No,8,0.837209302,0,0.837209302,0,0.549
2014-2015,9186708,0,Male,80022,14.79529134,2,3,4,380,8,Full New,0,Upper,Upper Center Balcony,26.4,No,3,0,0,0,0,0.549
2014-2015,9182823,0,Male,80023,14.95234565,2,1,2,380,6,Full Renewal,1,Upper,Upper Center Balcony,26.4,No,3,0.895348837,0,0.895348837,0,0.549
2014-2015,21124515,1,Male,80138,23.62186718,2,11,12,380,10,Full New,0,Upper,Upper Center Balcony,26.4,No,0,0.860465116,0,0.860465116,0,0.549
2015-2016,225247,0,Female,80524,61.21194946,4,1,18,102,4,Full Renewal,1,Lower,Prime Loge,115,Yes,13,0.86627907,0,0.854651163,-0.008050089,0.5
2015-2016,136855,0,Male,80123,9.653536423,2,5,6,102,5,Full Renewal,0,Lower,Prime Loge,115,No,20,0.941860465,0,0.941860465,0,0.5
2015-2016,141167,1,Male,80465,14.89763627,2,15,16,102,10,Full Renewal,0,Lower,Prime Loge,115,No,18,0.302325581,0,0.302325581,0,0.5
2015-2016,12024325,1,Female,80106,44.64043672,4,9,12,102,10,Full New,0,Lower,Prime Loge,115,No,1,0.877906977,0,0.877906977,0,0.5
2015-2016,110015,1,Male,80214,3.271025075,6,1,4,102,5,Full Renewal,1,Lower,Prime Loge,115,Yes,20,0.864341085,0,0.856589147,0.001192606,0.5
2015-2016,1853594,0,Male,80401,12.11791161,1,2,2,102,9,Full Renewal,0,Lower,Prime Loge,115,No,5,0.395348837,0,0.348837209,0.001213347,0.5
2015-2016,16709042,1,Female,80211,1.505243705,2,7,8,102,5,Full Renewal,0,Lower,Prime Loge,115,No,2,0.558139535,0,0.558139535,0,0.5
2015-2016,484584,1,Male,80219,3.972427686,4,1,4,102,11,Full Renewal,1,Lower,Prime Loge,115,No,9,0.906976744,0,0.906976744,0,0.5
2015-2016,176447,1,Male,80111,11.54419147,1,16,16,102,8,Full Renewal,0,Lower,Prime Loge,115,No,16,0.674418605,1,0.674418605,0,0.5
2015-2016,120740,1,Male,80026,17.6288244,2,1,2,102,10,Full Renewal,1,Lower,Prime Loge,115,No,20,0.860465116,0,0.860465116,0,0.5
2015-2016,2301069,1,Female,28255,10,8,3,16,102,14,Full Renewal,0,Lower,Prime Loge,115,Yes,5,0.828488372,0,0.828488372,0,0.5
2015-2016,105945,1,Male,80220,4.745640074,2,17,18,102,2,Full Renewal,1,Lower,Prime Loge,115,No,20,0.941860465,1,0.941860465,0,0.5
2015-2016,100159,1,Unknown,80014,11.25048602,2,13,14,102,10,Full Renewal,0,Lower,Prime Loge,115,No,20,0.848837209,0,0.848837209,0,0.5
2015-2016,9206358,0,Male,80124,16.00696196,2,1,2,102,17,Full Renewal,1,Lower,Prime Loge,115,No,4,0.802325581,0,0.802325581,0,0.5
2015-2016,4771881,1,Male,80151,10,3,1,15,102,8,Full Renewal,1,Lower,Prime Loge,115,Yes,8,0.728682171,0,0.728682171,0,0.5
2015-2016,35264928,0,Unknown,80488,10,2,13,14,102,13,Full New,0,Lower,Prime Loge,115,No,1,0.459459459,0,0.459459459,0,0.5
2015-2016,123501,1,Male,80203,1.797108906,6,1,18,102,10,Full Renewal,1,Lower,Prime Loge,115,Yes,20,0.84496124,0,0.84496124,0,0.5
2015-2016,107848,1,Unknown,80112,13.93616799,4,1,4,102,16,Full Renewal,1,Lower,Prime Loge,115,No,20,0.784883721,0,0.784883721,0,0.5
2015-2016,118683,1,Female,80127,16.56325898,2,1,2,102,18,Full Renewal,1,Lower,Prime Loge,115,No,20,0.337209302,0,0.313953488,-0.003033367,0.5
2015-2016,258376,1,Male,80204,1.243302994,2,7,8,102,8,Full Renewal,0,Lower,Prime Loge,115,No,13,0.848837209,0,0.848837209,0,0.5
2015-2016,107320,1,Male,80021,11.42589379,2,3,4,102,17,Full Renewal,0,Lower,Prime Loge,115,No,20,0.976744186,0,0.976744186,0,0.5
2015-2016,4770644,1,Male,81620,10,1,3,3,102,8,Full Renewal,0,Lower,Prime Loge,115,No,8,0.651162791,1,0.651162791,0,0.5
2015-2016,102667,1,Male,80107,35.14518602,2,17,18,102,5,Full Renewal,1,Lower,Prime Loge,115,No,20,0.790697674,0,0.790697674,0,0.5
2015-2016,31364868,0,Male,80110,6.903303596,4,9,12,102,7,Full New,0,Lower,Prime Loge,115,No,1,0.424418605,0,0.377906977,0.011627907,0.5
2015-2016,107991,1,Male,80125,16.87307934,4,15,18,102,9,Full Renewal,1,Lower,Prime Loge,115,No,20,0.877906977,0,0.877906977,0,0.5
2015-2016,18094028,0,Male,58703,10,4,1,18,102,8,Full Renewal,1,Lower,Prime Loge,115,Yes,2,0.360465116,0,0.348837209,-0.002683363,0.5
2015-2016,9195446,1,Male,80121,9.924124354,2,5,6,102,10,Full Renewal,0,Lower,Prime Loge,115,No,4,0.918604651,0,0.918604651,0,0.5
2015-2016,1651988,1,Male,80124,16.00696196,4,5,18,102,11,Full Renewal,1,Lower,Prime Loge,115,No,6,0.889534884,0,0.215116279,-0.087917088,0.5
2015-2016,135249,1,Male,81631,10,3,1,2,102,14,Full Renewal,1,Lower,Prime Loge,115,Yes,20,0.76744186,0,0.76744186,0,0.5
2015-2016,122984,1,Male,80403,18.43365062,4,7,10,102,11,Full Renewal,0,Lower,Prime Loge,115,No,20,0.773255814,0,0.773255814,0,0.5
2015-2016,248773,1,Male,80128,12.31983787,2,17,18,102,15,Full Renewal,1,Lower,Prime Loge,115,No,13,0.802325581,0,0.802325581,0,0.5
2015-2016,3976357,1,Unknown,80134,23.30650328,2,11,12,102,5,Full Renewal,0,Lower,Prime Loge,115,No,8,0.581395349,0,0.279069767,-0.071183013,0.5
2015-2016,100313,1,Male,80205,2.165574953,6,1,4,102,9,Full Renewal,1,Lower,Prime Loge,115,Yes,20,0.80620155,0,0.80620155,0,0.5
2015-2016,100676,1,Female,80202,0.545389681,2,1,2,102,6,Full Renewal,1,Lower,Prime Loge,115,No,20,0.976744186,0,0.976744186,0,0.5
2015-2016,457358,1,Male,80113,7.469600965,2,17,18,102,1,Full Renewal,1,Lower,Rinkside (Row 1),205,No,1,0.837209302,0,0.837209302,0,0.5
2015-2016,132389,1,Female,80424,57.02771014,2,17,18,102,19,Full Renewal,1,Lower,Prime Loge,115,No,20,0.906976744,0,0.906976744,0,0.5
2015-2016,105340,1,Male,80222,6.751365038,1,2,2,102,14,Full Renewal,0,Lower,Prime Loge,115,No,20,0.860465116,0,0.813953488,-0.007077856,0.5
2015-2016,2373074,1,Male,80206,3.111903246,4,5,6,102,7,Full Renewal,0,Lower,Prime Loge,115,No,5,0.720930233,1,0.668604651,-0.013397371,0.5
2015-2016,9397375,0,Male,80202,0.545389681,2,17,18,102,11,Full Renewal,1,Lower,Prime Loge,115,No,3,0.837209302,0,0.279069767,-0.106370071,0.5
2015-2016,180451,1,Female,80122,12.24753855,6,11,14,102,12,Full Renewal,0,Lower,Prime Loge,115,Yes,18,0.829457364,1,0.829457364,0,0.5
2015-2016,1692634,1,Female,80202,0.545389681,4,15,18,102,13,Full New,1,Lower,Prime Loge,115,No,6,0.848837209,0,0.848837209,0,0.5
2015-2016,9212211,1,Male,80121,9.924124354,2,1,2,102,4,Full Renewal,1,Lower,Prime Loge,115,No,4,0.790697674,1,0.790697674,0,0.5
2015-2016,1688671,1,Male,80124,16.00696196,2,3,4,102,4,Full Renewal,0,Lower,Prime Loge,115,No,6,0.918604651,0,0.918604651,0,0.5
2015-2016,243741,1,Male,80122,12.24753855,2,1,2,102,15,Full Renewal,1,Lower,Prime Loge,115,No,13,0.395348837,0,0.395348837,0,0.5
2015-2016,1732384,0,Male,80465,14.89763627,2,1,2,102,19,Full Renewal,1,Lower,Prime Loge,115,No,6,0.720930233,0,0.697674419,-0.011122346,0.5
2015-2016,141013,1,Female,80220,4.745640074,2,9,10,102,5,Full Renewal,0,Lower,Prime Loge,115,No,19,0.88372093,0,0.88372093,0,0.5
2015-2016,134842,1,Unknown,80234,11.28597186,2,17,18,102,7,Full Renewal,1,Lower,Prime Loge,115,No,20,0.906976744,0,0.906976744,0,0.5
2015-2016,157956,1,Female,80401,12.11791161,8,9,12,102,4,Full Renewal,0,Lower,Prime Loge,115,No,20,0.779069767,1,0.779069767,0,0.5
2015-2016,139616,1,Male,80304,25.19093049,2,3,4,102,10,Full Renewal,0,Lower,Prime Loge,115,No,18,0.255813953,0,0.255813953,0,0.5
2015-2016,105736,1,Male,92707,10,4,1,4,102,7,Full Renewal,1,Lower,Prime Loge,115,No,20,0.622093023,0,0.622093023,0,0.5
2015-2016,4759415,1,Male,80212,2.89908228,1,4,4,102,8,Full Renewal,0,Lower,Prime Loge,115,No,8,0.651162791,0,0.651162791,0,0.5
2015-2016,18599039,0,Female,80202,0.545389681,4,7,10,102,12,Full Renewal,0,Lower,Prime Loge,115,No,2,0.802325581,0,0.802325581,0,0.5
2015-2016,134721,1,Female,80223,3.314610037,2,1,2,102,8,Full Renewal,1,Lower,Prime Loge,115,No,20,0.802325581,0,0.802325581,0,0.5
2015-2016,19454071,1,Unknown,80206,3.111903246,2,3,4,102,13,Full Renewal,0,Lower,Prime Loge,115,No,2,0.627906977,0,0.139534884,-0.192133468,0.5
2015-2016,20634968,0,Female,80209,3.971141351,2,13,14,102,15,Full Renewal,0,Lower,Prime Loge,115,No,2,0.5,0,0.5,0,0.5
2015-2016,8239001,1,Male,80206,3.111903246,2,7,8,102,10,Full Renewal,0,Lower,Prime Loge,115,No,4,0.627906977,0,0.627906977,0,0.5
2015-2016,325487,1,Female,80127,16.56325898,2,3,4,102,6,Full Renewal,0,Lower,Prime Loge,115,No,16,0.860465116,0,0.860465116,0,0.5
2015-2016,21068001,1,Male,80202,0.545389681,4,5,8,102,17,Full Renewal,0,Lower,Prime Loge,115,No,1,0.808139535,1,0.808139535,0,0.5
2015-2016,34249914,1,Female,80126,13.9656821,2,3,4,102,15,Full New,0,Lower,Prime Loge,115,No,1,0.627906977,0,0.627906977,0,0.5
2015-2016,137306,1,Male,80123,9.653536423,1,1,11,102,9,Full Renewal,1,Lower,Prime Loge,115,No,20,0.372093023,0,0.372093023,0,0.5
2015-2016,9257996,1,Female,80621,28.21658388,2,13,14,102,8,Full Renewal,0,Lower,Prime Loge,115,No,3,0.476744186,0,0.476744186,0,0.5
2015-2016,31964914,1,Male,59932,10,4,15,18,104,12,Full New,1,Lower,Corner Loge,65,No,1,0.976744186,0,0.976744186,0,0.5
2015-2016,8076174,1,Female,80017,12.34993065,2,15,16,104,5,Full Renewal,0,Lower,Corner Loge,65,No,6,0.651162791,0,0.348837209,0.005366726,0.5
2015-2016,9200283,1,Male,80021,11.42589379,2,1,2,104,5,Full Renewal,1,Lower,Corner Loge,65,No,4,0.395348837,0,0.325581395,-0.008944544,0.5
2015-2016,31364928,1,Female,80206,3.111903246,1,1,7,104,1,Full New,1,Lower,Rinkside (Row 1),205,Yes,1,0.744186047,0,0.720930233,0.000567215,0.5
2015-2016,1777538,1,Female,80206,3.111903246,4,3,6,104,20,Full Renewal,0,Lower,Corner Loge,65,No,6,0.854651163,0,0.854651163,0,0.5
2015-2016,21013889,1,Female,80237,9.296555447,1,9,9,104,8,Full Renewal,0,Lower,Corner Loge,65,No,2,0.953488372,0,0.953488372,0,0.5
2015-2016,34544992,0,Male,80109,26.37374182,2,9,10,104,15,Full New,0,Lower,Corner Loge,65,No,1,0.6875,0,0.5375,-0.025576923,0.5
2015-2016,9239498,1,Male,80921,49.52050271,2,1,2,104,16,Full Renewal,1,Lower,Corner Loge,65,No,4,0.860465116,0,0.813953488,-0.000715564,0.5
2015-2016,21064262,1,Female,80501,29.83709924,2,5,6,104,16,Full New,0,Lower,Corner Loge,65,No,1,0.790697674,0,0.790697674,0,0.5
2015-2016,1692435,0,Female,80015,14.63126808,2,3,4,104,10,Full Renewal,0,Lower,Corner Loge,65,No,6,0.674418605,0,0.674418605,0,0.5
2015-2016,13369003,1,Female,80120,10.97010972,2,1,18,104,18,Full Renewal,1,Lower,Corner Loge,65,Yes,2,0.337209302,0,0.244186047,0.017889088,0.5
2015-2016,112754,1,Male,80113,7.469600965,2,1,2,104,1,Full Renewal,1,Lower,Rinkside (Row 1),205,No,20,0.965116279,0,0.965116279,0,0.5
2015-2016,122643,1,Male,80111,11.54419147,8,1,4,104,11,Full Renewal,1,Lower,Corner Loge,65,Yes,20,0.735465116,0,0.735465116,0,0.5
2015-2016,304097,1,Male,80401,12.11791161,4,1,4,104,18,Full Renewal,1,Lower,Corner Loge,65,No,12,0.860465116,1,0.860465116,0,0.5
2015-2016,104460,1,Unknown,80209,3.971141351,2,5,6,104,14,Full Renewal,0,Lower,Corner Loge,65,No,20,0.930232558,0,0.930232558,0,0.5
2015-2016,108629,1,Male,80020,13.50261426,8,5,8,104,4,Full Renewal,0,Lower,Corner Loge,65,Yes,20,0.901162791,0,0.744186047,0.052062937,0.5
2015-2016,1517448,1,Male,80112,13.93616799,6,1,4,104,15,Full Renewal,1,Lower,Corner Loge,65,No,8,0.852713178,0,0.031007752,0.135718545,0.5
2015-2016,1840133,1,Male,80201,10,4,3,14,104,3,Full Renewal,0,Lower,Corner Loge,65,Yes,5,0.901162791,0,0.901162791,0,0.5
2015-2016,9174016,1,Female,none_,11.42589379,20,1,18,104,14,Full Renewal,1,Lower,Corner Loge,65,Yes,4,0.773255814,0,0.773255814,0,0.5
2015-2016,115603,1,Male,80210,5.49710847,2,1,2,104,19,Full Renewal,1,Lower,Corner Loge,65,No,20,0.790697674,0,0.790697674,0,0.5
2015-2016,7770842,0,Female,80107,35.14518602,2,3,4,104,9,Full Renewal,0,Lower,Corner Loge,65,No,6,0.872093023,0,0.872093023,0,0.5
2015-2016,123094,1,Female,80202,0.545389681,4,1,4,104,4,Full Renewal,1,Lower,Corner Loge,65,No,20,0.965116279,1,0.965116279,0,0.5
2015-2016,21000156,1,Male,80129,13.86820751,2,17,18,104,17,Full Renewal,1,Lower,Corner Loge,65,No,2,0.441860465,0,0.441860465,0,0.5
2015-2016,33249875,0,Male,81126,10,2,3,4,104,19,Full New,0,Lower,Corner Loge,65,No,1,0.511627907,0,0.511627907,0,0.5
2015-2016,1685804,1,Female,80125,16.87307934,2,9,10,104,5,Full Renewal,0,Lower,Corner Loge,65,No,6,0.965116279,0,0.965116279,0,0.5
2015-2016,21081888,1,Male,80003,5.756072524,1,11,11,104,14,Full New,0,Lower,Corner Loge,65,No,1,0.790697674,0,0.790697674,0,0.5
2015-2016,34724926,1,Male,80132,45.74791068,4,11,14,104,15,Full New,0,Lower,Corner Loge,65,No,1,0.8125,0,0.8125,0,0.5
2015-2016,1799979,1,Male,80516,19.89058411,2,17,18,104,5,Full Renewal,1,Lower,Corner Loge,65,No,5,0.953488372,0,0.139534884,0.353846154,0.5
2015-2016,32804862,1,Male,80121,9.924124354,2,17,18,104,22,Full New,1,Lower,Corner Loge,65,No,1,0.76744186,0,0.76744186,0,0.5
2015-2016,484295,0,Male,80231,8.640553466,2,5,6,104,1,Full Renewal,0,Lower,Rinkside (Row 1),205,No,9,0.674418605,0,0.674418605,0,0.5
2015-2016,32364883,1,Male,80007,12.27763222,1,12,12,104,14,Full New,0,Lower,Corner Loge,65,No,1,0.88372093,0,0.88372093,0,0.5
2015-2016,1740091,1,Male,80498,69.0200484,3,6,8,104,3,Full Renewal,0,Lower,Corner Loge,65,No,6,0.612403101,0,0.612403101,0,0.5
2015-2016,11309002,1,Male,80108,21.86818661,2,13,14,104,12,Full New,0,Lower,Corner Loge,65,No,1,0.465116279,0,0.348837209,0.065116279,0.5
2015-2016,1846477,1,Male,80504,28.1877358,2,1,2,104,20,Full Renewal,1,Lower,Corner Loge,65,No,5,0.255813953,0,0.162790698,-0.003577818,0.5
2015-2016,1835826,1,Male,80016,19.31679506,2,5,6,104,6,Full Renewal,0,Lower,Corner Loge,65,No,5,0.930232558,0,0.744186047,0.065509839,0.5
2015-2016,25614910,1,Male,80205,2.165574953,2,13,14,104,8,Full Expansion,0,Lower,Corner Loge,65,No,1,0.965116279,0,0.965116279,0,0.5
2015-2016,20992432,1,Male,80018,16.98389798,2,17,18,104,13,Full New,1,Lower,Corner Loge,65,No,1,0.674418605,0,0.674418605,0,0.5
2015-2016,21045548,1,Male,80003,5.756072524,2,13,14,104,14,Full New,0,Lower,Corner Loge,65,No,1,0.906976744,0,0.906976744,0,0.5
2015-2016,121037,1,Male,80621,28.21658388,2,7,8,104,11,Full Renewal,0,Lower,Corner Loge,65,No,20,0.895348837,0,0.895348837,0,0.5
2015-2016,1729308,0,Male,80211,1.505243705,2,9,10,104,14,Full Renewal,0,Lower,Corner Loge,65,No,6,0.918604651,0,0.918604651,0,0.5
2015-2016,23004981,0,Female,80238,7.369356781,4,5,8,104,9,Full Renewal,0,Lower,Corner Loge,65,No,1,0.831395349,1,0.831395349,0,0.5
2015-2016,19269016,1,Male,80121,9.924124354,2,9,10,104,6,Full Expansion,0,Lower,Corner Loge,65,No,1,0.837209302,0,0.813953488,-0.003577818,0.5
2015-2016,8134619,1,Male,80022,14.79529134,6,5,8,104,2,Full Renewal,0,Lower,Corner Loge,65,Yes,6,0.786821705,0,0.779069767,0.003654485,0.5
2015-2016,14579042,1,Male,80126,13.9656821,4,1,4,104,17,Full Renewal,1,Lower,Corner Loge,65,No,2,0.674418605,0,0.674418605,0,0.5
2015-2016,16594090,0,Female,80228,9.276762628,2,15,16,104,1,Full Renewal,0,Lower,Rinkside (Row 1),205,No,2,0.895348837,1,0.895348837,0,0.5
2015-2016,1846909,1,Male,80109,26.37374182,1,1,1,104,21,Full Renewal,1,Lower,Corner Loge,65,No,5,0.511627907,0,0.511627907,0,0.5
2015-2016,9304587,0,Male,80122,12.24753855,2,13,14,104,5,Full Renewal,0,Lower,Corner Loge,65,No,3,0.813953488,0,0.069767442,0.347048301,0.5
2015-2016,13254191,1,Unknown,81416,10,4,15,18,104,8,Full Renewal,1,Lower,Corner Loge,65,No,2,0.953488372,0,0.058139535,0.327549195,0.5
2015-2016,9189740,0,Male,80206,3.111903246,2,1,2,104,3,Full Renewal,1,Lower,Corner Loge,65,No,4,0.73255814,0,0.73255814,0,0.5
2015-2016,9353777,1,Female,80210,5.49710847,2,9,10,104,9,Full Renewal,0,Lower,Corner Loge,65,No,3,0.697674419,0,0.581395349,0.011806798,0.5
2015-2016,2417738,1,Male,80246,5.210518477,2,1,2,104,22,Full Renewal,1,Lower,Corner Loge,65,No,5,0.837209302,0,0.837209302,0,0.5
2015-2016,224895,1,Male,80120,10.97010972,4,5,8,106,20WC,Full Renewal,0,Lower,Corner Loge,65,No,13,0.831395349,0,0.773255814,-0.03667263,0.5
2015-2016,12269079,1,Male,80465,14.89763627,4,1,4,106,8,Full Renewal,1,Lower,Corner Loge,65,No,2,0.936046512,0,0.912790698,-0.008765653,0.5
2015-2016,33229856,1,Unknown,80007,12.27763222,4,1,4,106,17,Full New,1,Lower,Corner Loge,65,No,1,0.906976744,0,0.906976744,0,0.5
2015-2016,2402725,1,Female,80863,48.18755168,3,4,6,106,4,Full Renewal,0,Lower,Corner Loge,65,No,5,0.906976744,0,0.906976744,0,0.5
2015-2016,9256543,0,Male,82602,10,1,1,1,106,10,Full Renewal,1,Lower,Corner Loge,65,No,3,0.674418605,1,0.674418605,0,0.5
2015-2016,1675742,1,Male,80122,12.24753855,4,1,4,106,11,Full COHO,1,Lower,Corner Loge,37.25,No,6,0.76744186,0,0.220930233,0.422428594,0.5
2015-2016,21067860,0,Male,80603,23.46613256,3,7,9,106,4,Full Renewal,1,Lower,Corner Loge,65,No,1,0.937984496,0,0.937984496,0,0.5
2015-2016,430322,1,Female,80216,2.883115457,4,1,4,106,19,Full Renewal,1,Lower,Corner Loge,65,No,11,0.831395349,1,0.831395349,0,0.5
2015-2016,108970,1,Male,80210,5.49710847,5,17,21,106,12,Full Renewal,1,Lower,Corner Loge,65,No,20,0.641860465,1,0.641860465,0,0.5
2015-2016,1972625,1,Female,80634,46.18309459,2,1,2,106,3,Full New,1,Lower,Corner Loge,65,No,1,0.930232558,0,0.88372093,0.002146691,0.5
2015-2016,27349939,0,Female,80237,9.296555447,1,1,1,106,2,Full New,1,Lower,Corner Loge,65,No,1,0.581395349,0,0.581395349,0,0.5
2015-2016,9205564,0,Male,80634,46.18309459,6,13,18,106,10,Full New COHO,1,Lower,Corner Loge,37.25,No,1,0.965116279,0,0.965116279,0,0.5
2015-2016,21629962,1,Male,80210,5.49710847,2,22,23,106,14,Full Renewal,1,Lower,Corner Loge,65,No,1,0.813953488,0,0.813953488,0,0.5
2015-2016,21033724,0,Unknown,81507,10,4,1,4,106,9,Full New COHO,1,Lower,Corner Loge,37.25,No,1,0.877906977,0,0.843023256,0.01974403,0.5
2015-2016,363390,1,Male,80209,3.971141351,4,7,21,106,6,Full COHO,1,Lower,Corner Loge,37.25,Yes,11,0.535714286,0,0.535714286,0,0.5
2015-2016,6709295,1,Male,80224,6.488538709,4,1,4,106,14,Full Renewal,1,Lower,Corner Loge,65,No,7,0.889534884,0,0.889534884,0,0.5
2015-2016,141937,1,Male,80229,8.023119073,4,1,4,106,6,Full Renewal,1,Lower,Corner Loge,65,No,15,0.86627907,1,0.86627907,0,0.5
2015-2016,115460,1,Male,80121,9.924124354,2,1,2,106,20WC,Full Renewal,1,Lower,Corner Loge,65,No,20,0.779069767,0,0.779069767,0,0.5
2015-2016,20934865,1,Male,80122,12.24753855,4,17,22,106,15,Full Renewal,1,Lower,Corner Loge,65,Yes,2,0.947674419,0,0.947674419,0,0.5
2015-2016,7136945,1,Male,80023,14.95234565,3,1,3,106,4,Full New COHO,1,Lower,Corner Loge,37.25,No,1,0.682170543,0,0.682170543,0,0.5
2015-2016,25654939,1,Female,80203,1.797108906,2,3,4,106,10,Full New COHO,0,Lower,Corner Loge,37.25,No,1,0.674418605,0,0.23255814,0.059079308,0.5
2015-2016,444307,0,Female,80246,5.210518477,1,2,2,106,10,Full Renewal,0,Lower,Corner Loge,65,No,10,0.674418605,0,0.674418605,0,0.5
2015-2016,133742,1,Male,80226,4.900749515,4,8,11,106,19,Full Renewal,0,Lower,Corner Loge,65,No,19,0.895348837,0,0.895348837,0,0.5
2015-2016,356741,1,Male,80129,13.86820751,2,19,20,106,20WC,Full Renewal,1,Lower,Corner Loge,65,No,11,0.61627907,0,0.61627907,0,0.5
2015-2016,1801522,0,Male,80111,11.54419147,2,1,2,106,7,Full COHO,1,Lower,Corner Loge,37.25,No,5,0.651162791,0,0.651162791,0,0.5
2015-2016,20983688,0,Male,80229,8.023119073,2,1,18,106,18,Full New COHO,1,Lower,Corner Loge,37.25,Yes,1,0.684210526,0,0.578947368,0.07841752,0.5
2015-2016,8332120,1,Male,80602,15.96896689,2,1,2,108,8,Full COHO,1,Lower,Corner Loge,37.25,No,4,0.953488372,0,0.76744186,0.137974091,0.5
2015-2016,2352252,1,Male,80125,16.87307934,10,1,16,108,12,Full COHO,1,Lower,Corner Loge,37.25,Yes,5,0.644186047,0,0.644186047,0,0.5
2015-2016,288019,1,Male,80026,17.6288244,2,3,4,108,4,Full Renewal,1,Lower,Corner Loge,65,No,1,0.848837209,0,0.73255814,0.00862254,0.5
2015-2016,130904,1,Unknown,80250,10,2,3,4,108,3,Full Renewal,1,Lower,Corner Loge,65,No,16,0.88372093,0,0.76744186,0.053667263,0.5
