season_year,contact_id,renewed,Gender,zip,distance,number_of_tix,seat_start,seat_end,section,row,pricecode_desc,aisle,general_location,priceleveldesc,purchase_price_notax,multiple_locations,tenure,percent_total_used,paid_in_full,percent_personally_used,flash_profit_loss,season_performance
2014-2015,125041,1,Male,80235,8.232663616,2,1,2,362,13,Full Renewal,1,Upper,Upper End,19,No,18,0,0,0,0,0.549
2014-2015,2282505,1,Female,80220,4.745640074,2,6,7,362,8,Full Renewal,0,Upper,Upper End,19,No,4,0.534883721,0,0.534883721,0,0.549
2014-2015,16044045,1,Male,H2S3E,10,2,5,6,362,7,Full Renewal,0,Upper,Upper End,19,No,1,0.73255814,0,0.73255814,0,0.549
2014-2015,3074016,1,Male,80121,9.924124354,1,1,1,362,8,Full Renewal,1,Upper,Upper End,19,No,3,0.860465116,0,0.813953488,0.094247246,0.549
2014-2015,21103196,0,Male,80922,61.69184603,2,3,4,362,8,Full New,0,Upper,Upper End,19,No,0,0.744186047,0,0.023255814,0.139779682,0.549
2014-2015,11814182,1,Male,80124,16.00696196,1,2,2,362,8,Full Renewal,0,Upper,Upper End,19,No,1,0.813953488,0,0.790697674,-0.004895961,0.549
2014-2015,12024418,1,Female,80537,44.15759972,2,7,8,362,9,Full New,0,Upper,Upper End,19,No,1,0.906976744,0,0.837209302,0.031823745,0.549
2014-2015,8158659,1,Male,80237,9.296555447,1,15,15,362,6,Full Renewal,0,Upper,Upper End,19,No,5,0.906976744,0,0.906976744,0,0.549
2014-2015,19359110,1,Female,80123,9.653536423,2,1,2,362,9,Full New,1,Upper,Upper End,19,No,1,0.186046512,0,0,0.003671971,0.549
2014-2015,9228782,1,Male,80602,15.96896689,2,15,16,362,7,Full Renewal,0,Upper,Upper End,19,No,3,0.813953488,0,0.813953488,0,0.549
2014-2015,1696125,1,Male,80227,7.299016768,1,10,10,362,7,Full Renewal,0,Upper,Upper End,19,No,5,0,1,0,0,0.549
2014-2015,128803,1,Male,80232,6.305223894,2,17,18,362,7,Full Renewal,0,Upper,Upper End,19,No,18,0,0,0,0,0.549
2014-2015,7432286,1,Female,80138,23.62186718,2,3,4,362,7,Full New,0,Upper,Upper End,19,No,6,0.837209302,0,0.837209302,0,0.549
2014-2015,18058997,0,Male,21208,10,4,3,10,362,11,Full Renewal,0,Upper,Upper End,19,No,1,0.831395349,0,0.831395349,0,0.549
2014-2015,130013,1,Male,80238,7.369356781,2,7,8,362,6,Full Renewal,0,Upper,Upper End,19,No,17,0.825581395,0,0.802325581,0.023255814,0.549
2014-2015,9323068,1,Male,80013,14.47726424,1,11,11,362,9,Full Renewal,0,Upper,Upper End,19,No,2,0.139534884,0,0.023255814,-0.033047736,0.549
2014-2015,14069059,0,Male,80126,13.9656821,2,3,4,362,6,Full Renewal,0,Upper,Upper End,19,No,1,0.662790698,0,0.058139535,0.283231334,0.549
2014-2015,140925,1,Male,80227,7.299016768,2,13,14,362,6,Full Renewal,0,Upper,Upper End,19,No,17,0.930232558,0,0.930232558,0,0.549
2014-2015,2347876,1,Male,80205,2.165574953,2,11,12,362,14,Full New,0,Upper,Upper End,19,No,4,0.941860465,0,0.941860465,0,0.549
2014-2015,21455090,0,Male,80002,5.034034218,1,1,1,362,10,Full New,1,Upper,Upper End,19,No,0,0.720930233,0,0.720930233,0,0.549
2014-2015,2375748,1,Male,80031,9.029966673,2,3,4,362,12,Full Renewal,0,Upper,Upper End,19,No,4,0.953488372,0,0.953488372,0,0.549
2014-2015,21121521,1,Female,80220,4.745640074,1,8,8,362,8,Full New,0,Upper,Upper End,19,No,0,0.441860465,0,0.441860465,0,0.549
2014-2015,115218,1,Male,80013,14.47726424,2,1,2,362,6,Full Renewal,1,Upper,Upper End,19,No,19,0.860465116,0,0.860465116,0,0.549
2014-2015,24149925,1,Male,80107,35.14518602,2,3,4,362,10,Full New,0,Upper,Upper End,19,No,0,0.4625,0,0,0.230263158,0.549
2014-2015,1950476,1,Male,80110,6.903303596,2,19,20,362,7,Full Renewal,0,Upper,Upper End,19,No,4,0.744186047,0,0.546511628,0.093635251,0.549
2014-2015,214434,1,Female,80022,14.79529134,1,11,11,362,12,Full Renewal,0,Upper,Upper End,19,No,12,0.88372093,0,0.88372093,0,0.549
2014-2015,6883472,1,Male,80216,2.883115457,2,5,6,362,6,Full Renewal,0,Upper,Upper End,19,No,6,0.802325581,0,0.662790698,0.033047736,0.549
2014-2015,5919183,0,Male,6710,10,2,4,5,362,13,Full Renewal,0,Upper,Upper End,19,No,3,0.848837209,0,0.848837209,0,0.549
2014-2015,141090,1,Male,80206,3.111903246,2,11,12,362,6,Full Renewal,0,Upper,Upper End,19,No,17,0.023255814,1,0.023255814,0,0.549
2014-2015,9274686,0,Male,80211,1.505243705,2,13,14,362,7,Full Renewal,0,Upper,Upper End,19,No,2,0.593023256,1,0.593023256,0,0.549
2014-2015,103734,1,Male,80109,26.37374182,2,1,2,362,14,Full Renewal,1,Upper,Upper End,19,No,19,0.046511628,1,0,0.007343941,0.549
2014-2015,1751375,1,Female,80226,4.900749515,2,21,22,362,7,Full Renewal,1,Upper,Upper End,19,No,5,0.76744186,0,0.604651163,-0.034271726,0.549
2014-2015,155078,0,Unknown,80134,23.30650328,2,21,22,362,8,Full New,1,Upper,Upper End,19,No,18,0.953488372,0,0.953488372,0,0.549
2014-2015,489468,1,Male,80126,13.9656821,2,7,8,362,7,Full Renewal,0,Upper,Upper End,19,No,8,0.837209302,0,0.837209302,0,0.549
2014-2015,1504115,1,Unknown,80021,11.42589379,1,11,11,362,7,Full Renewal,0,Upper,Upper End,19,No,7,0.976744186,0,0.976744186,0,0.549
2014-2015,6777649,1,Male,80111,11.54419147,1,1,1,362,12,Full Renewal,1,Upper,Upper End,19,No,6,0.348837209,0,0.348837209,0,0.549
2014-2015,286971,1,Female,80014,11.25048602,2,13,14,363,3,Full Renewal,0,Upper,Lower Corner/End Balcony,42,No,11,0.965116279,0,0.965116279,0,0.549
2014-2015,134061,1,Unknown,80621,28.21658388,2,15,16,363,1,Full Renewal,0,Upper,Lower Corner/End Balcony,42,No,19,0.965116279,0,0.965116279,0,0.549
2014-2015,132895,0,Male,80301,22.77654998,2,1,2,363,2,Full Renewal,1,Upper,Lower Corner/End Balcony,42,No,15,0,0,0,0,0.549
2014-2015,122962,1,Male,80005,9.866494508,2,17,18,363,1,Full Renewal,0,Upper,Lower Corner/End Balcony,42,No,19,0.837209302,0,0.837209302,0,0.549
2014-2015,138010,1,Male,80123,9.653536423,2,7,8,363,1,Full Renewal,0,Upper,Lower Corner/End Balcony,42,No,19,0.802325581,1,0.755813953,-0.018826135,0.549
2014-2015,209440,0,Unknown,80602,15.96896689,2,8,9,363,3,Full New,0,Upper,Lower Corner/End Balcony,42,No,12,0,0,0,0,0.549
2014-2015,1900226,1,Male,80205,2.165574953,2,3,4,363,1,Full Renewal,0,Upper,Lower Corner/End Balcony,42,No,4,0.709302326,0,0,-0.065891473,0.549
2014-2015,141739,1,Male,80228,9.276762628,2,19,20,363,1,Full Renewal,0,Upper,Lower Corner/End Balcony,42,No,19,0.674418605,0,0.674418605,0,0.549
2014-2015,133335,1,Male,80123,9.653536423,2,1,2,363,3,Full Renewal,1,Upper,Lower Corner/End Balcony,42,No,19,0.965116279,0,0.965116279,0,0.549
2014-2015,106913,1,Female,80004,7.583891362,2,21,22,363,1,Full Renewal,1,Upper,Lower Corner/End Balcony,42,No,19,0.023255814,0,0,0,0.549
2014-2015,219120,1,Male,80603,23.46613256,4,1,4,364,15,Full New,1,Upper,Upper End,19,No,12,0.529069767,0,0.529069767,0,0.549
2014-2015,2385712,1,Female,80229,8.023119073,2,4,5,364,6,Full New,0,Upper,Upper End,19,No,4,0.976744186,0,0.976744186,0,0.549
2014-2015,2314872,1,Male,80026,17.6288244,2,17,18,364,15,Full Renewal,0,Upper,Upper End,19,No,4,0.709302326,0,0.709302326,0,0.549
2014-2015,108552,1,Male,80004,7.583891362,2,3,4,364,4,Full Renewal,0,Upper,Upper End,19,No,19,0.848837209,0,0.848837209,0,0.549
2014-2015,9218915,0,Female,80503,30.89603717,1,6,6,364,7,Full New,0,Upper,Upper End,19,No,3,0.720930233,0,0.720930233,0,0.549
2014-2015,5624577,1,Female,80234,11.28597186,2,8,9,364,5,Full Renewal,0,Upper,Upper End,19,No,6,0.906976744,0,0.906976744,0,0.549
2014-2015,21058503,0,Male,80211,1.505243705,1,1,1,364,8,Full New,1,Upper,Upper End,19,No,0,0.348837209,0,0,0.11872705,0.549
2014-2015,21066232,1,Female,80219,3.972427686,1,11,11,364,9,Full New,0,Upper,Upper End,19,No,0,0.11627907,0,0.11627907,0,0.549
2014-2015,22764872,1,Unknown,80023,14.95234565,2,11,12,364,6,Full New,1,Upper,Upper End,19,No,0,0.046511628,0,0.046511628,0,0.549
2014-2015,12733991,0,Male,44145,10,3,1,3,364,6,Full New,1,Upper,Upper End,19,No,1,1,0,0,0.565238678,0.549
2014-2015,9257986,1,Female,80226,4.900749515,3,12,14,364,10,Full Renewal,1,Upper,Upper End,19,No,2,0.325581395,0,0,0.041615667,0.549
2014-2015,6979492,1,Male,80247,7.920960533,1,7,7,364,5,Full New,0,Upper,Upper End,19,No,6,0.627906977,0,0.627906977,0,0.549
2014-2015,1965691,1,Male,80303,20.37171597,2,1,2,364,9,Full New,1,Upper,Upper End,19,No,4,0.73255814,0,0.73255814,0,0.549
2014-2015,9174047,1,Male,80030,5.801311656,1,1,1,364,4,Full Renewal,1,Upper,Upper End,19,No,3,0.860465116,0,0.046511628,0.227294982,0.549
2014-2015,210386,1,Female,80237,9.296555447,1,10,10,364,6,Full Renewal,0,Upper,Upper End,19,No,12,0.860465116,1,0.860465116,0,0.549
2014-2015,1531565,1,Male,80163,10,1,1,1,364,14,Full New,1,Upper,Upper End,19,No,7,0.627906977,0,0.627906977,0,0.549
2014-2015,19919342,1,Female,80111,11.54419147,1,5,5,364,7,Full New,0,Upper,Upper End,19,No,1,0.860465116,0,0.860465116,0,0.549
2014-2015,3514110,1,Male,80122,12.24753855,2,12,13,364,8,Full Renewal,1,Upper,Upper End,19,No,3,0.941860465,0,0.941860465,0,0.549
2014-2015,7041418,1,Male,80003,5.756072524,2,16,17,366,15,Full Renewal,1,Upper,Upper Corner,23.23,No,6,0.88372093,0,0.88372093,0,0.549
2014-2015,138351,1,Male,80108,21.86818661,2,5,6,366,6,Full Renewal,0,Upper,Upper Corner,23.23,No,17,0.779069767,0,0.779069767,0,0.549
2014-2015,4084006,0,Male,80129,13.86820751,2,7,8,367,1,Full New,0,Upper,Lower Corner/End Balcony,42,No,3,0.906976744,0,0.906976744,0,0.549
2014-2015,125712,1,Male,80477,10,2,10,11,367,2WC,Full Renewal,0,Upper,Upper End,19,No,18,0.662790698,0,0.662790698,0,0.549
2014-2015,109784,1,Female,80128,12.31983787,2,1,2,367,2WC,Full Renewal,1,Upper,Upper End,19,No,19,0.988372093,0,0.988372093,0,0.549
2014-2015,136162,1,Male,80220,4.745640074,1,16,16,367,1,Full Renewal,0,Upper,Lower Corner/End Balcony,42,No,19,1,0,1,0,0.549
2014-2015,20544960,0,Male,80220,4.745640074,2,3,4,367,1,Full New,0,Upper,Lower Corner/End Balcony,42,No,1,0.720930233,0,0.720930233,0,0.549
2014-2015,109344,1,Female,80439,24.2489386,2,18,19,367,1,Full Renewal,1,Upper,Lower Corner/End Balcony,42,No,19,0.895348837,0,0.895348837,0,0.549
2014-2015,112556,1,Unknown,80121,9.924124354,2,13,14,367,2WC,Full Renewal,1,Upper,Upper End,19,No,19,0.895348837,0,0.895348837,0,0.549
2014-2015,112259,1,Male,80209,3.971141351,2,6,7,367,2WC,Full Renewal,0,Upper,Upper End,19,No,19,0.825581395,0,0.825581395,0,0.549
2014-2015,489294,1,Male,81004,10,2,14,15,367,1,Full Renewal,0,Upper,Lower Corner/End Balcony,42,No,8,0.755813953,0,0.755813953,0,0.549
2014-2015,107617,1,Male,80123,9.653536423,2,1,2,367,1,Full Renewal,1,Upper,Lower Corner/End Balcony,42,No,19,0.88372093,0,0.88372093,0,0.549
2014-2015,128638,1,Female,80226,4.900749515,2,5,6,367,1,Full Renewal,0,Upper,Lower Corner/End Balcony,42,No,17,0.709302326,0,0.709302326,0,0.549
2014-2015,5636464,1,Female,80211,1.505243705,1,17,17,367,1,Full Renewal,0,Upper,Lower Corner/End Balcony,42,No,6,0.906976744,0,0.906976744,0,0.549
2014-2015,1825191,1,Male,80602,15.96896689,3,9,11,367,1,Full New,0,Upper,Lower Corner/End Balcony,42,No,4,0.875968992,0,0.875968992,0,0.549
2014-2015,21094268,0,Male,80021,11.42589379,2,9,10,368,6,Full New,0,Upper,Upper Corner,23.23,No,0,0.73255814,0,0.73255814,0,0.549
2014-2015,1725298,1,Female,80435,46.18099281,2,3,4,368,6,Full New,0,Upper,Upper Corner,23.23,No,5,0.918604651,0,0.918604651,0,0.549
2014-2015,11634135,1,Male,80016,19.31679506,2,8,9,369,1,Full New,0,Upper,Lower Corner/End Balcony,42,No,1,0.860465116,0,0.860465116,0,0.549
2014-2015,114327,1,Male,80004,7.583891362,2,1,2,369,3,Full Renewal,1,Upper,Lower Corner/End Balcony,42,No,19,0.709302326,0,0.709302326,0,0.549
2014-2015,127791,1,Male,80135,34.27988027,2,18,19,369,1,Full Renewal,1,Upper,Lower Corner/End Balcony,42,No,17,0.860465116,0,0.860465116,0,0.549
2014-2015,4813097,1,Male,80214,3.271025075,2,16,17,369,1,Full Renewal,0,Upper,Lower Corner/End Balcony,42,No,7,0.825581395,0,0.825581395,0,0.549
2014-2015,9393469,1,Female,80520,10,2,1,2,369,1,Full Renewal,1,Upper,Lower Corner/End Balcony,42,No,2,0.825581395,0,0.825581395,0,0.549
2014-2015,137438,1,Male,80122,12.24753855,2,17,18,369,3,Full Renewal,0,Upper,Lower Corner/End Balcony,42,No,19,0,0,0,0,0.549
2014-2015,123688,1,Male,80401,12.11791161,2,1,2,369,2,Full Renewal,1,Upper,Lower Corner/End Balcony,42,No,19,0.953488372,0,0.953488372,0,0.549
2014-2015,116109,1,Male,80216,2.883115457,4,7,10,369,3,Full Renewal,0,Upper,Lower Corner/End Balcony,42,No,19,0.808139535,0,0.808139535,0,0.549
2014-2015,1771531,1,Male,80108,21.86818661,2,14,15,369,1,Full Renewal,0,Upper,Lower Corner/End Balcony,42,No,5,1,0,1,0,0.549
2014-2015,221969,1,Female,80123,9.653536423,2,12,13,369,1,Full Renewal,0,Upper,Lower Corner/End Balcony,42,No,12,0,0,0,0,0.549
2014-2015,130915,1,Female,80211,1.505243705,2,5,6,370,4,Full Renewal,0,Upper,Upper Corner,23.23,No,15,0.162790698,0,0.023255814,-0.004384867,0.549
2014-2015,1870395,0,Male,80012,9.515418743,6,1,6,370,5,Full New,1,Upper,Upper Corner,23.23,No,4,0.891472868,0,0.453488372,-0.057111727,0.549
2014-2015,20985452,1,Male,80015,14.63126808,2,5,6,370,8,Full New,0,Upper,Upper Corner,23.23,No,1,0,0,0,0,0.549
2014-2015,1749130,0,Male,80130,15.12980207,2,1,2,370,4,Full Renewal,1,Upper,Upper Corner,23.23,No,5,0.825581395,0,0.825581395,0,0.549
2014-2015,1831258,0,Male,80210,5.49710847,1,7,7,370,4,Full New,1,Upper,Upper Corner,23.23,No,4,0.142857143,0,0,-0.039337474,0.549
2014-2015,136305,1,Male,80016,19.31679506,4,9,12,372,6,Full Renewal,0,Upper,Upper Corner,23.23,No,19,0.825581395,0,0.825581395,0,0.549
2014-2015,9183623,1,Male,80919,56.8790232,2,3,4,372,6,Full Renewal,0,Upper,Upper Corner,23.23,No,3,0,0,0,0,0.549
2014-2015,20989495,1,Female,80021,11.42589379,2,5,6,372,6,Full New,0,Upper,Upper Corner,23.23,No,1,0.813953488,0,0.813953488,0,0.549
2014-2015,18509371,1,Male,80227,7.299016768,1,13,13,372,7,Full New,0,Upper,Upper Corner,23.23,No,1,0.697674419,0,0.674418605,0.051827529,0.549
2014-2015,9382433,1,Male,80222,6.751365038,3,13,14,372,6,Full New,0,Upper,Upper Corner,23.23,No,2,0.790697674,0,0.790697674,0,0.549
2014-2015,1537815,1,Unknown,80218,2.242712059,1,12,12,372,7,Full New,0,Upper,Upper Corner,23.23,No,7,0.558139535,0,0.511627907,-0.013474957,0.549
2014-2015,20220103,1,Male,80457,10,2,7,8,372,6,Full Expansion,0,Upper,Upper Corner,23.23,No,1,0.88372093,0,0.88372093,0,0.549
2014-2015,110510,1,Female,80120,10.97010972,2,4,5,373,1,Full Renewal,0,Upper,Lower Corner/End Balcony,42,No,19,0.023255814,1,0.023255814,0,0.549
2014-2015,4798439,1,Female,80004,7.583891362,4,10,14,373,1,Full Renewal,0,Upper,Lower Corner/End Balcony,42,Yes,7,0.813953488,0,0.813953488,0,0.549
2014-2015,140463,1,Male,7090,10,2,11,12,373,2WC,Full Renewal,0,Upper,Lower Corner/End Balcony,42,No,19,0.662790698,0,0.662790698,0,0.549
2014-2015,149747,1,Male,80127,16.56325898,2,7,8,373,1,Full Renewal,0,Upper,Lower Corner/End Balcony,42,No,15,0.755813953,0,0.755813953,0,0.549
2014-2015,136426,1,Male,80125,16.87307934,2,14,15,373,1,Full Renewal,0,Upper,Lower Corner/End Balcony,42,No,19,0.872093023,0,0.872093023,0,0.549
2014-2015,135942,1,Male,80222,6.751365038,3,1,3,373,1,Full Renewal,1,Upper,Lower Corner/End Balcony,42,No,19,0.558139535,0,0.558139535,0,0.549
2014-2015,134292,0,Male,80013,14.47726424,1,18,18,373,1,Full Renewal,0,Upper,Lower Corner/End Balcony,42,No,19,0.76744186,0,0.76744186,0,0.549
2014-2015,115900,1,Male,80128,12.31983787,2,12,13,373,1,Full Renewal,0,Upper,Lower Corner/End Balcony,42,No,19,0,0,0,0,0.549
2014-2015,100225,1,Male,80123,9.653536423,2,7,8,373,2WC,Full Renewal,0,Upper,Lower Corner/End Balcony,42,No,19,0.930232558,0,0.930232558,0,0.549
2014-2015,137020,1,Male,80015,14.63126808,2,5,6,373,2WC,Full Renewal,0,Upper,Lower Corner/End Balcony,42,No,19,0.906976744,0,0.906976744,0,0.549
2014-2015,2007529,1,Female,80127,16.56325898,2,1,2,373,2WC,Full Renewal,1,Upper,Lower Corner/End Balcony,42,No,15,0.906976744,0,0.906976744,0,0.549
2014-2015,103217,1,Male,80401,12.11791161,1,19,19,373,1,Full Renewal,1,Upper,Lower Corner/End Balcony,42,No,19,0.76744186,0,0.76744186,0,0.549
2014-2015,1874566,0,Male,75204,10,8,10,17,374,8,Full Renewal,1,Upper,Upper Corner,23.23,No,4,0.875,0,0.875,0,0.549
2014-2015,113931,1,Male,80016,19.31679506,2,11,12,374,6,Full Renewal,0,Upper,Upper Corner,23.23,No,19,0.813953488,0,0.813953488,0,0.549
2014-2015,125503,1,Male,80227,7.299016768,2,5,6,374,6,Full Renewal,0,Upper,Upper Corner,23.23,No,18,0,0,0,0,0.549
2014-2015,22529894,0,Male,80218,2.242712059,2,5,6,374,9,Full New,0,Upper,Upper Corner,23.23,No,0,0.627906977,0,0.627906977,0,0.549
2014-2015,12024441,1,Male,80005,9.866494508,2,3,4,374,6,Full New,0,Upper,Upper Corner,23.23,No,1,0.395348837,0,0.395348837,0,0.549
2014-2015,221012,1,Female,80601,18.67546717,2,7,8,374,6,Full Renewal,0,Upper,Upper Corner,23.23,No,12,0,0,0,0,0.549
2014-2015,102799,1,Male,80015,14.63126808,2,9,10,374,6,Full Renewal,0,Upper,Upper Corner,23.23,No,19,0.965116279,0,0.965116279,0,0.549
2014-2015,213961,1,Male,80104,32.88330653,2,9,10,374,7,Full New,0,Upper,Upper Corner,23.23,No,12,0.790697674,0,0.790697674,0,0.549
2014-2015,9408637,1,Male,80112,13.93616799,4,3,6,375,1,Full Renewal,0,Upper,Lower Center Balcony,65,No,2,0.843023256,0,0.843023256,0,0.549
2014-2015,103118,1,Male,80111,11.54419147,1,2,2,375,3,Full Renewal,0,Upper,Lower Center Balcony,65,No,19,0.76744186,0,0.76744186,0,0.549
2014-2015,127362,1,Male,80135,34.27988027,2,1,2,375,1,Full Renewal,1,Upper,Lower Center Balcony,65,No,18,0.76744186,0,0.76744186,0,0.549
2014-2015,220242,1,Female,80516,19.89058411,1,1,1,375,3,Full Renewal,1,Upper,Lower Center Balcony,65,No,12,0.790697674,0,0.790697674,0,0.549
2014-2015,1554189,1,Male,80021,11.42589379,2,9,10,376,8,Full New,1,Upper,Upper Center Balcony,26.4,No,6,0.023255814,0,0.023255814,0,0.549
2014-2015,1717176,1,Male,80134,23.30650328,2,1,2,376,8,Full New,1,Upper,Upper Center Balcony,26.4,No,5,0,0,0,0,0.549
2014-2015,3333996,1,Female,80218,2.242712059,2,7,8,376,5,Full New,1,Upper,Upper Center Balcony,26.4,No,3,0.023255814,0,0,0.020789288,0.549
2014-2015,9180240,0,Female,80138,23.62186718,2,3,4,376,4,Full New,0,Upper,Upper Center Balcony,26.4,No,3,0.837209302,0,0.790697674,-0.029334038,0.549
2014-2015,19814000,1,Male,80020,13.50261426,2,1,2,376,4,Full New,1,Upper,Upper Center Balcony,26.4,No,1,0.813953488,0,0.534883721,0.05162086,0.549
2014-2015,18749008,1,Male,80233,10.95151361,2,1,2,376,5,Full Renewal,1,Upper,Upper Center Balcony,26.4,No,1,0.76744186,0,0.686046512,-0.002995067,0.549
2014-2015,21103587,0,Male,60178,10,2,14,15,378,11,Full New,1,Upper,Upper Center Balcony,26.4,No,0,0.686046512,0,0.686046512,0,0.549
2014-2015,215710,1,Male,80301,22.77654998,2,7,8,378,6,Full Renewal,0,Upper,Upper Center Balcony,26.4,No,12,0.73255814,0,0.73255814,0,0.549
2014-2015,8518971,1,Female,80113,7.469600965,2,1,2,378,10,Full New,1,Upper,Upper Center Balcony,26.4,No,3,0.23255814,0,0,0.1034179,0.549
2014-2015,21539926,0,Male,90027,10,2,10,11,378,7,Full New,0,Upper,Upper Center Balcony,26.4,No,0,0.069767442,0,0.069767442,0,0.549
2014-2015,9354812,1,Female,80401,12.11791161,2,1,2,378,8,Full Renewal,1,Upper,Upper Center Balcony,26.4,No,2,0.569767442,0,0.5,0.009513742,0.549
2014-2015,21091596,0,Male,m6e4t,10,2,14,15,378,10,Full New,1,Upper,Upper Center Balcony,26.4,No,0,0.930232558,0,0.930232558,0,0.549
2014-2015,1857441,0,Female,80005,9.866494508,4,10,13,378,10,Full New,0,Upper,Upper Center Balcony,26.4,No,4,0.069767442,0,0,-0.012508809,0.549
2014-2015,2421846,0,Male,80125,16.87307934,2,14,15,378,9,Full New,1,Upper,Upper Center Balcony,26.4,No,4,0,0,0,0,0.549
2014-2015,1558772,0,Male,80222,6.751365038,2,9,10,378,6,Full Renewal,0,Upper,Upper Center Balcony,26.4,No,6,0.779069767,1,0.779069767,0,0.549
2014-2015,9175673,1,Unknown,80401,12.11791161,2,3,4,378,6,Full Renewal,0,Upper,Upper Center Balcony,26.4,No,3,0.651162791,0,0.651162791,0,0.549
2014-2015,21010503,0,Male,80104,32.88330653,2,3,4,378,7,Full New,0,Upper,Upper Center Balcony,26.4,No,1,0.895348837,0,0.895348837,0,0.549
2014-2015,21075403,0,Male,92354,10,2,10,11,378,8,Full New,0,Upper,Upper Center Balcony,26.4,No,0,0.720930233,0,0.720930233,0,0.549
2014-2015,23309863,0,Male,80465,14.89763627,2,14,15,378,13,Full New,1,Upper,Upper Center Balcony,26.4,No,0,0.674418605,0,0.651162791,-0.002995067,0.549
2014-2015,4811778,1,Male,80021,11.42589379,1,2,2,378,6,Full Renewal,0,Upper,Upper Center Balcony,26.4,No,7,0.534883721,0,0.511627907,0.011980268,0.549
2014-2015,295204,1,Unknown,80128,12.31983787,2,14,15,378,6,Full New,1,Upper,Upper Center Balcony,26.4,No,11,0.88372093,0,0.860465116,0.034002819,0.549
2014-2015,1857501,1,Male,80120,10.97010972,1,1,1,378,6,Full Renewal,1,Upper,Upper Center Balcony,26.4,No,4,0.534883721,0,0.534883721,0,0.549
2014-2015,21097529,0,Male,62901,10,2,3,4,378,9,Full New,0,Upper,Upper Center Balcony,26.4,No,0,0.88372093,0,0.88372093,0,0.549
2014-2015,12024226,0,Male,80210,5.49710847,2,5,6,378,9,Full New,0,Upper,Upper Center Balcony,26.4,No,1,0.12195122,0,0.024390244,0.004065041,0.549
2014-2015,1830296,1,Male,80221,3.897239425,2,11,12,378,6,Full New,0,Upper,Upper Center Balcony,26.4,No,4,0.38372093,0,0.38372093,0,0.549
2014-2015,21093953,0,Male,80246,5.210518477,4,12,15,378,7,Full New,1,Upper,Upper Center Balcony,26.4,No,0,0.959302326,0,0.959302326,0,0.549
2014-2015,21117709,1,Male,80134,23.30650328,2,1,2,378,7,Full New,1,Upper,Upper Center Balcony,26.4,No,0,0.779069767,0,0.709302326,0.000704722,0.549
2014-2015,12624281,0,Female,80003,5.756072524,2,1,2,378,9,Full New,1,Upper,Upper Center Balcony,26.4,No,1,0.976744186,0,0.976744186,0,0.549
2014-2015,21090070,0,Male,80230,6.650152536,2,3,4,378,8,Full New,0,Upper,Upper Center Balcony,26.4,No,0,0.744186047,0,0.744186047,0,0.549
2014-2015,9387807,1,Female,80020,13.50261426,2,5,6,378,8,Full Renewal,0,Upper,Upper Center Balcony,26.4,No,2,0.61627907,0,0.61627907,0,0.549
2014-2015,21095838,1,Male,80214,3.271025075,2,5,6,378,6,Full New,0,Upper,Upper Center Balcony,26.4,No,0,0.813953488,0,0.813953488,0,0.549
2014-2015,479717,0,Male,80123,9.653536423,2,11,12,379,1,Full New,0,Upper,Lower Center Balcony,65,No,8,0.023255814,0,0,0,0.549
2014-2015,291997,1,Unknown,80401,12.11791161,2,9,10,379,1,Full Renewal,0,Upper,Lower Center Balcony,65,No,11,0,0,0,0,0.549
2014-2015,9319991,1,Male,80516,19.89058411,2,7,8,379,1,Full New,0,Upper,Lower Center Balcony,65,No,2,0.255813953,0,0.023255814,-0.06726297,0.549
2014-2015,130453,1,Male,80015,14.63126808,2,3,4,379,1,Full Renewal,0,Upper,Lower Center Balcony,65,No,16,0.790697674,0,0.790697674,0,0.549
2014-2015,105714,1,Male,80443,10,2,17,18,379,1,Full Renewal,0,Upper,Lower Center Balcony,65,No,19,0.674418605,0,0.674418605,0,0.549
2014-2015,100687,1,Female,80210,5.49710847,2,15,16,379,1,Full Renewal,0,Upper,Lower Center Balcony,65,No,19,0.61627907,0,0.61627907,0,0.549
2014-2015,124645,1,Male,80120,10.97010972,2,5,6,379,1,Full New,0,Upper,Lower Center Balcony,65,No,18,0.785714286,0,0.785714286,0,0.549
2014-2015,105131,1,Unknown,80120,10.97010972,2,19,20,379,1,Full Renewal,1,Upper,Lower Center Balcony,65,No,19,0.848837209,0,0.848837209,0,0.549
2014-2015,1559088,1,Male,80202,0.545389681,1,12,12,380,6,Full New,0,Upper,Upper Center Balcony,26.4,No,6,0.697674419,0,0.697674419,0,0.549
2014-2015,2361626,1,Female,80249,19.50627007,2,18,19,380,9,Full New,0,Upper,Upper Center Balcony,26.4,No,4,0.465116279,0,0.38372093,0.09478506,0.549
2014-2015,10409219,0,Male,80237,9.296555447,2,11,12,380,9,Full New,0,Upper,Upper Center Balcony,26.4,No,2,0.790697674,0,0.790697674,0,0.549
2014-2015,1985344,1,Male,80403,18.43365062,2,19,20,380,10,Full New,1,Upper,Upper Center Balcony,26.4,No,4,0.88372093,0,0.88372093,0,0.549
2014-2015,2448320,0,Male,80218,2.242712059,2,19,20,380,13,Full New,1,Upper,Upper Center Balcony,26.4,No,4,0.174418605,0,0,-0.049330514,0.549
2014-2015,2353154,1,Male,80224,6.488538709,4,3,6,380,7,Full New,0,Upper,Upper Center Balcony,26.4,No,4,0.918604651,0,0.918604651,0,0.549
