attendance,club_level,contact_id,distance,gender_num,lower_level,multiple_sections,num_sections,num_years,number_seats,ot_losses,paid_in_full,performance,renewed,season_year,seat_end,seat_start,tenure,tix_num,upper_level,wins,percent_total_used,flash_profit_loss
0.32558139534883723,0,100390,5.378061818205583,1,1,0,1,3,2,4,0.0,0.5,1.0,2015-2016,16,15,20.0,172,0,39,0.695652174,-0.02458194
0.32558139534883723,0,100390,5.378061818205583,1,1,0,1,3,2,4,0.0,0.5,1.0,2015-2016,16,15,20.0,172,0,39,0.8068,-0.0153
0.7926829268292683,0,100390,5.378061818205583,1,1,0,1,5,2,4,1.0,0.2926829268292683,1.0,2016-2017,14,13,21.0,164,0,22,0.023255814,-0.009481216
0.7926829268292683,0,100390,5.378061818205583,1,1,0,1,5,2,4,1.0,0.2926829268292683,1.0,2016-2017,14,13,21.0,164,0,22,0.395348837,-0.033273702999999995
0.7926829268292683,0,100390,5.378061818205583,1,1,0,1,5,2,4,1.0,0.2926829268292683,1.0,2016-2017,14,13,21.0,164,0,22,0.75,-0.076223776
0.7926829268292683,0,100390,5.378061818205583,1,1,0,1,5,2,4,1.0,0.2926829268292683,1.0,2016-2017,14,13,21.0,164,0,22,0.695652174,-0.02458194
0.7926829268292683,0,100390,5.378061818205583,1,1,0,1,5,2,4,1.0,0.2926829268292683,1.0,2016-2017,14,13,21.0,164,0,22,0.8068,-0.0153
0.725,0,100390,5.378061818205583,1,1,0,1,4,1,9,1.0,0.5792682926829268,1.0,2017-2018,9,9,22.0,160,0,43,0.023255814,-0.009481216
0.725,0,100390,5.378061818205583,1,1,0,1,4,1,9,1.0,0.5792682926829268,1.0,2017-2018,9,9,22.0,160,0,43,0.395348837,-0.033273702999999995
0.725,0,100390,5.378061818205583,1,1,0,1,4,1,9,1.0,0.5792682926829268,1.0,2017-2018,9,9,22.0,160,0,43,0.75,-0.076223776
0.725,0,100390,5.378061818205583,1,1,0,1,4,1,9,1.0,0.5792682926829268,1.0,2017-2018,9,9,22.0,160,0,43,0.695652174,-0.02458194
0.725,0,100390,5.378061818205583,1,1,0,1,4,1,9,1.0,0.5792682926829268,1.0,2017-2018,9,9,22.0,160,0,43,0.8068,-0.0153
0.8658536585365854,0,100390,5.378061818205583,1,1,0,1,5,2,14,0.0,0.5487804878048781,1.0,2018-2019,4,3,23.0,164,0,38,0.023255814,-0.009481216
0.8658536585365854,0,100390,5.378061818205583,1,1,0,1,5,2,14,0.0,0.5487804878048781,1.0,2018-2019,4,3,23.0,164,0,38,0.395348837,-0.033273702999999995
0.8658536585365854,0,100390,5.378061818205583,1,1,0,1,5,2,14,0.0,0.5487804878048781,1.0,2018-2019,4,3,23.0,164,0,38,0.75,-0.076223776
0.8658536585365854,0,100390,5.378061818205583,1,1,0,1,5,2,14,0.0,0.5487804878048781,1.0,2018-2019,4,3,23.0,164,0,38,0.695652174,-0.02458194
0.8658536585365854,0,100390,5.378061818205583,1,1,0,1,5,2,14,0.0,0.5487804878048781,1.0,2018-2019,4,3,23.0,164,0,38,0.8068,-0.0153
0.9069767441860463,0,100467,9.90099778112696,2,1,0,1,1,12,12,1.0,0.5487804878048781,0.0,2014-2015,12,1,19.0,86,0,39,0.906976744,0.0
0.9069767441860463,0,100467,9.90099778112696,2,1,0,1,1,12,12,1.0,0.5487804878048781,0.0,2014-2015,12,1,19.0,86,0,39,0.88372093,0.0
0.9069767441860463,0,100467,9.90099778112696,2,1,0,1,1,12,12,1.0,0.5487804878048781,0.0,2014-2015,12,1,19.0,86,0,39,0.875,0.0
0.9069767441860463,0,100467,9.90099778112696,2,1,0,1,1,12,12,1.0,0.5487804878048781,0.0,2014-2015,12,1,19.0,86,0,39,0.865384615,0.0
0.9069767441860463,0,100467,9.90099778112696,2,1,0,1,1,12,12,1.0,0.5487804878048781,0.0,2014-2015,12,1,19.0,86,0,39,0.8636,0.0
0.8837209302325582,0,100467,9.90099778112696,2,1,0,1,2,2,4,1.0,0.5,0.0,2015-2016,10,9,20.0,86,0,39,0.906976744,0.0
0.8837209302325582,0,100467,9.90099778112696,2,1,0,1,2,2,4,1.0,0.5,0.0,2015-2016,10,9,20.0,86,0,39,0.88372093,0.0
0.8837209302325582,0,100467,9.90099778112696,2,1,0,1,2,2,4,1.0,0.5,0.0,2015-2016,10,9,20.0,86,0,39,0.875,0.0
0.8837209302325582,0,100467,9.90099778112696,2,1,0,1,2,2,4,1.0,0.5,0.0,2015-2016,10,9,20.0,86,0,39,0.865384615,0.0
0.8837209302325582,0,100467,9.90099778112696,2,1,0,1,2,2,4,1.0,0.5,0.0,2015-2016,10,9,20.0,86,0,39,0.8636,0.0
0.8902439024390244,0,100467,9.90099778112696,2,1,0,1,5,2,4,1.0,0.2926829268292683,1.0,2016-2017,4,3,21.0,82,0,22,0.906976744,0.0
0.8902439024390244,0,100467,9.90099778112696,2,1,0,1,5,2,4,1.0,0.2926829268292683,1.0,2016-2017,4,3,21.0,82,0,22,0.88372093,0.0
